Epoch	Learning Rate	Train Loss	Test Loss	Train Err.	Test Err.	
97.000000	0.012500	0.586925	0.290798	12.644000	9.600000	
98.000000	0.012500	0.588237	0.288467	12.680000	9.390000	
99.000000	0.012500	0.588297	0.288405	12.828000	9.530000	
100.000000	0.012500	0.584165	0.281942	12.684000	9.080000	
101.000000	0.006250	0.554760	0.264275	11.548000	8.410000	
102.000000	0.006250	0.540813	0.264344	10.994000	8.390000	
103.000000	0.006250	0.534125	0.262209	10.672000	8.450000	
104.000000	0.006250	0.532320	0.251563	10.622000	7.980000	
105.000000	0.006250	0.525542	0.254382	10.424000	8.060000	
106.000000	0.006250	0.526438	0.247696	10.436000	7.840000	
107.000000	0.006250	0.519474	0.244644	10.304000	7.640000	
108.000000	0.006250	0.520652	0.250397	10.268000	7.810000	
109.000000	0.006250	0.516501	0.242492	10.158000	7.740000	
110.000000	0.006250	0.516922	0.245580	10.186000	7.700000	
111.000000	0.006250	0.514337	0.244604	10.058000	7.900000	
112.000000	0.006250	0.512053	0.253678	9.980000	8.090000	
113.000000	0.006250	0.510423	0.252559	9.912000	7.950000	
114.000000	0.006250	0.512821	0.250606	10.118000	7.890000	
115.000000	0.006250	0.509890	0.251217	9.970000	7.870000	
116.000000	0.006250	0.510705	0.252134	10.042000	7.850000	
117.000000	0.006250	0.505603	0.252323	9.766000	7.610000	
118.000000	0.006250	0.503053	0.246815	9.808000	7.570000	
119.000000	0.006250	0.506247	0.250594	10.026000	7.780000	
120.000000	0.006250	0.504104	0.278026	9.842000	8.420000	
121.000000	0.006250	0.503820	0.255022	9.958000	7.860000	
122.000000	0.006250	0.501773	0.255322	9.954000	7.640000	
123.000000	0.006250	0.502474	0.250084	9.800000	7.580000	
124.000000	0.006250	0.499429	0.254227	9.712000	7.780000	
125.000000	0.006250	0.499679	0.256708	9.834000	7.740000	
126.000000	0.003125	0.482348	0.247770	9.054000	7.520000	
127.000000	0.003125	0.475928	0.241112	8.886000	7.400000	
128.000000	0.003125	0.470072	0.243752	8.706000	7.120000	
129.000000	0.003125	0.465820	0.241228	8.434000	7.380000	
130.000000	0.003125	0.463574	0.242084	8.516000	7.100000	
131.000000	0.003125	0.462789	0.236974	8.418000	7.150000	
132.000000	0.003125	0.458715	0.241926	8.290000	7.140000	
133.000000	0.003125	0.454123	0.235628	8.090000	7.020000	
134.000000	0.003125	0.455139	0.235724	8.068000	7.000000	
135.000000	0.003125	0.448917	0.245824	7.836000	7.180000	
136.000000	0.003125	0.449033	0.240978	7.908000	7.130000	
137.000000	0.003125	0.448989	0.246437	7.858000	7.260000	
138.000000	0.003125	0.447148	0.239746	7.836000	7.060000	
139.000000	0.003125	0.446332	0.239412	7.760000	6.810000	
140.000000	0.003125	0.445949	0.239943	7.844000	7.000000	
141.000000	0.003125	0.444835	0.236366	7.688000	7.060000	
142.000000	0.003125	0.441894	0.239999	7.620000	7.180000	
143.000000	0.003125	0.440363	0.247145	7.704000	7.180000	
144.000000	0.003125	0.438556	0.236753	7.568000	6.950000	
145.000000	0.003125	0.437542	0.233072	7.652000	6.840000	
146.000000	0.003125	0.439064	0.238166	7.452000	6.860000	
147.000000	0.003125	0.433916	0.240505	7.382000	7.000000	
148.000000	0.003125	0.433348	0.239762	7.348000	7.020000	
149.000000	0.003125	0.434830	0.242220	7.648000	7.180000	
150.000000	0.003125	0.432495	0.245755	7.568000	7.250000	
151.000000	0.001563	0.422921	0.234550	7.106000	6.840000	
152.000000	0.001563	0.418174	0.237458	6.842000	6.880000	
153.000000	0.001563	0.417354	0.233265	6.860000	6.910000	
154.000000	0.001563	0.411432	0.226964	6.614000	6.670000	
155.000000	0.001563	0.408983	0.231832	6.500000	6.710000	
156.000000	0.001563	0.406395	0.235747	6.264000	6.780000	
157.000000	0.001563	0.407193	0.227585	6.492000	6.700000	
158.000000	0.001563	0.407257	0.230197	6.438000	6.690000	
159.000000	0.001563	0.401321	0.232672	6.216000	6.750000	
160.000000	0.001563	0.400652	0.238029	6.360000	6.820000	
161.000000	0.001563	0.398931	0.234997	6.198000	6.630000	
162.000000	0.001563	0.397313	0.234937	6.146000	6.660000	
163.000000	0.001563	0.397865	0.235370	6.270000	6.560000	
164.000000	0.001563	0.395861	0.237054	6.192000	6.660000	
165.000000	0.001563	0.392020	0.234980	5.970000	6.470000	
166.000000	0.001563	0.393132	0.231960	6.154000	6.610000	
167.000000	0.001563	0.389965	0.228531	6.050000	6.620000	
168.000000	0.001563	0.388779	0.228302	5.902000	6.490000	
169.000000	0.001563	0.388698	0.230780	5.918000	6.600000	
170.000000	0.001563	0.386909	0.236820	5.980000	6.720000	
171.000000	0.001563	0.385414	0.234919	5.818000	6.690000	
172.000000	0.001563	0.382945	0.232009	5.782000	6.650000	
173.000000	0.001563	0.381527	0.229697	5.846000	6.580000	
174.000000	0.001563	0.380523	0.233020	5.750000	6.520000	
175.000000	0.001563	0.381021	0.233624	5.772000	6.540000	
176.000000	0.000781	0.377378	0.225938	5.706000	6.360000	
177.000000	0.000781	0.372756	0.229876	5.488000	6.460000	
178.000000	0.000781	0.369701	0.225647	5.468000	6.420000	
179.000000	0.000781	0.369918	0.227686	5.458000	6.280000	
180.000000	0.000781	0.368330	0.227282	5.342000	6.450000	
181.000000	0.000781	0.366075	0.227023	5.288000	6.400000	
182.000000	0.000781	0.363613	0.226089	5.110000	6.220000	
183.000000	0.000781	0.361648	0.230282	5.192000	6.260000	
184.000000	0.000781	0.361044	0.227196	5.090000	6.260000	
185.000000	0.000781	0.358273	0.226690	5.120000	6.200000	
186.000000	0.000781	0.357958	0.232238	5.018000	6.320000	
187.000000	0.000781	0.355887	0.231154	4.948000	6.250000	
188.000000	0.000781	0.354419	0.230038	4.940000	6.270000	
189.000000	0.000781	0.353613	0.230250	4.954000	6.220000	
190.000000	0.000781	0.352723	0.229267	4.818000	6.340000	
191.000000	0.000781	0.354091	0.231257	4.826000	6.280000	
192.000000	0.000781	0.349726	0.233845	4.806000	6.340000	
193.000000	0.000781	0.348364	0.232097	4.850000	6.300000	
194.000000	0.000781	0.346203	0.233190	4.754000	6.250000	
195.000000	0.000781	0.345717	0.232823	4.712000	6.260000	
196.000000	0.000781	0.344626	0.230390	4.696000	6.300000	
197.000000	0.000781	0.344702	0.235984	4.656000	6.240000	
198.000000	0.000781	0.343721	0.231752	4.736000	6.290000	
199.000000	0.000781	0.341915	0.230619	4.628000	6.250000	
200.000000	0.000781	0.338244	0.228136	4.564000	6.200000	
201.000000	0.000391	0.336063	0.226538	4.638000	6.100000	
202.000000	0.000391	0.335792	0.225789	4.488000	6.190000	
203.000000	0.000391	0.337504	0.224974	4.568000	6.160000	
204.000000	0.000391	0.333302	0.224755	4.392000	6.160000	
205.000000	0.000391	0.331085	0.224653	4.362000	6.150000	
206.000000	0.000391	0.327941	0.224582	4.262000	6.040000	
207.000000	0.000391	0.329147	0.226905	4.354000	6.100000	
208.000000	0.000391	0.326208	0.228054	4.180000	6.080000	
209.000000	0.000391	0.325631	0.225343	4.162000	6.030000	
210.000000	0.000391	0.323462	0.224271	4.252000	6.200000	
211.000000	0.000391	0.321438	0.225612	4.132000	6.040000	
212.000000	0.000391	0.322303	0.224704	4.336000	6.030000	
213.000000	0.000391	0.319857	0.226700	4.122000	6.130000	
214.000000	0.000391	0.319638	0.227084	4.206000	5.970000	
215.000000	0.000391	0.318512	0.229948	4.004000	6.110000	
216.000000	0.000391	0.317409	0.227232	4.030000	6.230000	
217.000000	0.000391	0.315346	0.227598	3.946000	6.060000	
218.000000	0.000391	0.315542	0.227804	4.082000	6.200000	
219.000000	0.000391	0.313213	0.226202	3.918000	6.190000	
220.000000	0.000391	0.314094	0.227270	4.060000	6.140000	
221.000000	0.000391	0.311280	0.227136	3.858000	6.100000	
222.000000	0.000391	0.310054	0.226377	3.900000	6.080000	
223.000000	0.000391	0.309580	0.233109	3.982000	6.200000	
224.000000	0.000391	0.308559	0.230107	3.956000	6.230000	
225.000000	0.000391	0.309211	0.225155	3.974000	6.050000	
226.000000	0.000195	0.305258	0.224808	3.706000	6.120000	
227.000000	0.000195	0.305281	0.226800	3.908000	6.030000	
228.000000	0.000195	0.303811	0.226633	3.862000	6.080000	
229.000000	0.000195	0.302399	0.230315	3.714000	6.120000	
230.000000	0.000195	0.301477	0.229115	3.736000	6.120000	
231.000000	0.000195	0.300374	0.228056	3.744000	6.140000	
232.000000	0.000195	0.299551	0.226992	3.736000	6.150000	
233.000000	0.000195	0.298048	0.228950	3.648000	6.120000	
234.000000	0.000195	0.297358	0.227520	3.628000	6.060000	
235.000000	0.000195	0.296181	0.228186	3.682000	6.110000	
236.000000	0.000195	0.294648	0.226975	3.682000	5.970000	
237.000000	0.000195	0.295861	0.226716	3.698000	5.980000	
238.000000	0.000195	0.294897	0.228151	3.690000	5.930000	
239.000000	0.000195	0.289695	0.228067	3.492000	5.990000	
240.000000	0.000195	0.291242	0.228205	3.640000	5.990000	
241.000000	0.000195	0.291933	0.225690	3.644000	6.090000	
242.000000	0.000195	0.289650	0.225708	3.608000	6.050000	
243.000000	0.000195	0.288206	0.227253	3.560000	6.050000	
244.000000	0.000195	0.288188	0.227142	3.548000	6.030000	
245.000000	0.000195	0.286022	0.226735	3.488000	6.070000	
246.000000	0.000195	0.286145	0.227446	3.514000	6.010000	
247.000000	0.000195	0.285505	0.227295	3.506000	6.060000	
248.000000	0.000195	0.284615	0.228740	3.542000	5.950000	
249.000000	0.000195	0.283129	0.227319	3.440000	6.060000	
250.000000	0.000195	0.280962	0.226746	3.408000	6.020000	
251.000000	0.000098	0.282122	0.226995	3.508000	6.010000	
252.000000	0.000098	0.281447	0.226525	3.454000	5.920000	
253.000000	0.000098	0.278778	0.228660	3.394000	5.970000	
254.000000	0.000098	0.278226	0.229033	3.408000	6.050000	
255.000000	0.000098	0.275770	0.229788	3.320000	6.080000	
256.000000	0.000098	0.275482	0.228428	3.320000	6.050000	
257.000000	0.000098	0.274530	0.229984	3.330000	6.070000	
258.000000	0.000098	0.275071	0.227544	3.432000	6.020000	
259.000000	0.000098	0.273002	0.229531	3.350000	6.070000	
260.000000	0.000098	0.275861	0.229411	3.460000	6.100000	
261.000000	0.000098	0.271398	0.226908	3.228000	6.100000	
262.000000	0.000098	0.270424	0.228708	3.216000	6.040000	
263.000000	0.000098	0.270381	0.229034	3.292000	6.080000	
264.000000	0.000098	0.270706	0.229413	3.246000	6.100000	
265.000000	0.000098	0.268043	0.230008	3.194000	6.060000	
266.000000	0.000098	0.269190	0.229119	3.306000	6.110000	
267.000000	0.000098	0.268344	0.229077	3.286000	6.000000	
268.000000	0.000098	0.268729	0.227941	3.412000	5.990000	
269.000000	0.000098	0.265695	0.227913	3.212000	6.050000	
270.000000	0.000098	0.263864	0.229234	3.230000	6.080000	
271.000000	0.000098	0.265270	0.231264	3.222000	6.130000	
272.000000	0.000098	0.263427	0.231564	3.096000	6.120000	
273.000000	0.000098	0.263338	0.229314	3.268000	6.080000	
274.000000	0.000098	0.262084	0.231494	3.142000	6.000000	
275.000000	0.000098	0.262287	0.231760	3.178000	6.110000	
276.000000	0.000049	0.260008	0.227047	3.144000	6.070000	
277.000000	0.000049	0.259273	0.229847	3.136000	6.040000	
278.000000	0.000049	0.256740	0.230824	3.106000	6.100000	
279.000000	0.000049	0.259063	0.229491	3.224000	6.050000	
280.000000	0.000049	0.257869	0.229314	3.146000	6.080000	
281.000000	0.000049	0.257117	0.229167	3.260000	5.960000	
282.000000	0.000049	0.256279	0.229261	3.050000	6.080000	
283.000000	0.000049	0.254467	0.230927	3.050000	6.100000	
284.000000	0.000049	0.255344	0.229436	3.100000	6.040000	
285.000000	0.000049	0.253726	0.231031	3.164000	6.100000	
286.000000	0.000049	0.252629	0.231856	3.002000	6.100000	
287.000000	0.000049	0.254160	0.232194	3.126000	6.070000	
288.000000	0.000049	0.252123	0.230079	3.118000	6.010000	
289.000000	0.000049	0.252468	0.229405	3.078000	6.000000	
290.000000	0.000049	0.250077	0.228858	3.024000	6.090000	
291.000000	0.000049	0.252969	0.229726	3.228000	6.080000	
292.000000	0.000049	0.250604	0.229310	3.144000	5.990000	
293.000000	0.000049	0.247965	0.228123	2.994000	6.010000	
294.000000	0.000049	0.246581	0.229713	3.072000	6.050000	
295.000000	0.000049	0.248978	0.230038	3.212000	6.040000	
296.000000	0.000049	0.246894	0.229695	3.064000	6.070000	
297.000000	0.000049	0.246345	0.227918	3.068000	5.980000	
298.000000	0.000049	0.245999	0.227509	3.016000	6.060000	
299.000000	0.000049	0.246250	0.228961	3.094000	6.050000	
300.000000	0.000049	0.245013	0.227025	3.066000	5.990000	
