0,100val.,100test,99v,99t,98v,98t,97v,97t,95v,95t,90v,90t,85v,85t,80v,80t,75v,75t,70v,70t,60v,60t,50v,50t,40v,40t,30v,30t,20v,20t,10v,10t
o2.20,6.900,5.763,6.354,5.257,5.861,4.750,5.524,4.426,4.847,3.610,2.727,2.305,1.468,1.327,0.999,0.813,0.669,0.482,0.500,0.305,0.251,0.230,0.100,0.125,0.000,0.094,0.000,0.084,0.000,0.062,0.000,0.000,
